,,date,stake,price,profit,p_bet,bet_side
at opening price|None,4626,2018-05-19,1.7160623771576375,1.5882352941176472,-1.7160623771576375,0.6423412027937603,a
at opening price|None,4629,2018-05-19,0.9216304160817623,3.5,-0.9216304160817623,0.29888043451545376,a
at opening price|None,4631,2018-05-19,2.2684089750492094,1.4761904761904763,1.0801947500234332,0.6920542514519303,b
at opening price|None,4633,2018-05-19,3.3050657773540633,1.5714285714285714,1.8886090156308932,0.6604004783807569,b
at opening price|None,4634,2018-05-27,5.0,1.2857142857142856,1.428571428571428,0.8245381745252004,a
at opening price|None,4635,2018-05-27,1.6071595829932264,2.85,2.973245228537469,0.37174207177921026,a
at opening price|None,4637,2018-05-27,5.0,2.45,-5.0,0.4843685469206245,b
at opening price|None,4638,2018-05-27,5.0,1.3846153846153846,1.923076923076923,0.7756978624107188,b
at opening price|None,4642,2018-05-27,5.0,1.4081632653061225,2.0408163265306123,0.740831661133479,a
at opening price|None,4645,2018-06-01,5.0,2.85,-5.0,0.42059320041545506,a
at opening price|None,4647,2018-06-01,5.0,1.5405405405405406,2.7027027027027026,0.7381657473244587,a
at opening price|None,4651,2018-06-01,5.0,1.526315789473684,2.6315789473684204,0.6944717704968493,b
at opening price|None,4652,2018-06-01,5.0,1.434782608695652,2.1739130434782608,0.7519803436109211,a
at opening price|None,4658,2018-06-09,3.1004174646634373,1.5405405405405406,1.6759013322505067,0.6708801225590416,b
at opening price|None,4661,2018-06-09,1.317424669300641,2.5,1.9761370039509616,0.41580909603160765,b
at opening price|None,4663,2018-06-09,4.161132284765453,3.8,-4.161132284765453,0.3244798441965435,b
at opening price|None,4664,2018-06-09,4.8717327105174295,2.0,4.8717327105174295,0.5487173271051743,b
at opening price|None,4668,2018-06-09,1.8566648682553015,2.5,2.784997302382952,0.4222799784190636,b
at opening price|None,4674,2018-06-23,5.0,1.25,1.25,0.8318334972274146,b
at opening price|None,4677,2018-06-23,3.719794533340267,2.35,5.021722620009361,0.4682699797447605,b
at opening price|None,4679,2018-06-23,0.6107359111236546,3.4,-0.6107359111236546,0.3027398010982163,b
at opening price|None,4685,2018-07-06,3.3486962550420265,2.2,4.018435506050432,0.4910766864186402,b
at opening price|None,4686,2018-07-06,4.287133831141577,1.7692307692307692,-4.287133831141577,0.6024968159229702,b
at opening price|None,4687,2018-07-06,5.0,1.3448275862068966,1.7241379310344829,0.8036508224430896,a
at opening price|None,4695,2018-07-07,3.392999055769859,3.5,8.482497639424647,0.3341857007967123,b
at opening price|None,4699,2018-07-07,4.0380376911114695,2.9,-4.0380376911114695,0.3977398042283572,b
at opening price|None,4700,2018-07-07,0.8529463171450588,3.1,-0.8529463171450588,0.3341366920387395,a
at opening price|None,4701,2018-07-07,5.0,2.4,7.0,0.4903995709982659,b
at opening price|None,4702,2018-07-07,5.0,2.1,5.5,0.5460539522625432,b
at opening price|None,4706,2018-07-14,3.2686715994806375,2.15,-3.2686715994806375,0.500083463622351,b
at opening price|None,4709,2018-07-14,3.31328185994239,2.65,5.466915068904943,0.4186182269351316,b
at opening price|None,4710,2018-07-14,1.3162424880653312,2.25,-1.3162424880653312,0.45906936097850365,a
at opening price|None,4711,2018-07-14,2.054403968431675,1.625,1.284002480269797,0.6311877228340899,b
at opening price|None,4716,2018-07-14,5.0,1.5882352941176472,-5.0,0.6832732395071601,a
at opening price|None,4717,2018-07-14,3.6852361636431104,1.7142857142857144,2.632311545459365,0.6140436346970259,a
at opening price|None,4723,2018-07-22,1.4087721402902602,2.65,-1.4087721402902602,0.39490169080361454,a
at opening price|None,4725,2018-07-22,2.0942428456103603,2.35,2.8272278415739867,0.4495934284389276,b
at opening price|None,4727,2018-07-22,1.8278064154423495,4.0,-1.8278064154423495,0.27741709623163524,b
at opening price|None,4729,2018-07-22,2.9929664016565116,1.606060606060606,1.8139190313069764,0.6452299351068416,b
at opening price|None,4730,2018-07-22,5.0,3.2,11.0,0.4148647958619808,b
at opening price|None,4735,2018-07-28,2.6870740949537146,1.6451612903225805,1.7335961902927188,0.6289182281957154,b
at opening price|None,4736,2018-07-28,5.0,1.4761904761904763,2.3809523809523814,0.7192671885883493,a
at opening price|None,4738,2018-07-28,4.663622885066078,1.2380952380952381,1.1103864012062092,0.8256293187887156,b
at opening price|None,4739,2018-07-28,5.0,1.25,1.25,0.8401032600332113,a
at opening price|None,4743,2018-07-28,1.639599366062937,1.7407407407407407,1.214518048935509,0.5884221222643654,a
at opening price|None,4749,2018-08-04,5.0,1.4081632653061225,2.0408163265306123,0.7488298040497752,a
at opening price|None,4750,2018-08-04,3.3152218836080105,1.5714285714285714,1.8944125049188631,0.6604743409716947,a
at opening price|None,4753,2018-08-04,0.8999717686488523,2.6,1.4399548298381637,0.39569196022952435,b
at opening price|None,4756,2018-08-04,3.792640563567516,1.7407407407407407,2.809363380420382,0.6067458771367448,a
at opening price|None,4757,2018-08-25,0.7488117055917896,2.65,-0.7488117055917896,0.38668331557906754,b
at opening price|None,4758,2018-08-25,3.386598727578227,1.5714285714285714,1.9351992729018441,0.660993445291478,a
at opening price|None,4761,2018-08-25,5.0,2.2,6.000000000000001,0.519447385902025,a
at opening price|None,4764,2018-08-25,5.0,1.3571428571428572,1.785714285714286,0.773047875496174,a
at opening price|None,4774,2018-09-08,4.066964446529024,2.45,5.897098447467085,0.45630284446911906,b
at opening price|None,4776,2018-09-08,4.525477127632365,1.6896551724137931,3.1210187087119756,0.6287794051235295,a
at opening price|None,4778,2018-09-08,5.0,2.45,-5.0,0.48902559776282273,b
at opening price|None,4779,2018-09-08,1.687000079840308,2.55,-1.687000079840308,0.41266549116668616,b
at opening price|None,4783,2018-09-15,5.0,1.2857142857142856,1.428571428571428,0.8147616323265908,a
at opening price|None,4784,2018-09-15,5.0,1.2105263157894737,1.0526315789473684,0.864352458032716,a
at opening price|None,4785,2018-09-15,3.720978556118648,1.5714285714285714,2.1262734606392275,0.6634252985899538,b
at opening price|None,4787,2018-09-15,3.2389449346483,3.5,-3.2389449346483,0.3319849276378328,b
at opening price|None,4788,2018-09-15,5.0,1.2105263157894737,1.0526315789473684,0.8556071128138237,a
at opening price|None,4791,2018-09-15,2.966748238165847,1.4081632653061225,1.210917648230958,0.7273434680473382,a
at opening price|None,4792,2018-09-15,3.8469510072751616,2.65,6.347469162004017,0.42526391820380394,b
at opening price|None,4794,2018-09-15,3.6153768513725164,2.65,5.965371804764652,0.42238016456426153,b
at opening price|None,4797,2018-09-22,2.47821116973447,2.25,-2.47821116973447,0.4719801241081608,b
at opening price|None,4801,2018-09-22,0.7410973787433724,2.55,-0.7410973787433724,0.4011662818592332,a
at opening price|None,4806,2018-09-22,3.2933638184735057,1.3333333333333333,-3.2933638184735057,0.7664668190923676,a
at opening price|None,4807,2018-09-22,5.0,1.4081632653061225,2.0408163265306123,0.7567845459066398,a
at opening price|None,4808,2018-09-22,2.5604367903870116,1.6666666666666665,1.7069578602580073,0.6204834943230961,a
at opening price|None,4811,2018-10-06,5.0,1.9090909090909092,4.545454545454546,0.5936167459491084,b
at opening price|None,4814,2018-10-06,5.0,1.3125,1.5625,0.7969109304715525,a
at opening price|None,4820,2018-10-06,3.3435685020477073,1.4081632653061225,1.3647218375704928,0.729527933345204,a
at opening price|None,4823,2018-10-27,2.3822303814556536,3.25,-2.3822303814556536,0.3406770360509244,a
at opening price|None,4824,2018-10-27,2.0251704204258236,3.05,4.151599361872938,0.35509245483195373,b
at opening price|None,4826,2018-10-27,5.0,1.2857142857142856,1.428571428571428,0.8107213148824192,b
at opening price|None,4827,2018-10-27,5.0,1.9090909090909092,4.545454545454546,0.5719292898015953,b
at opening price|None,4832,2018-10-27,5.0,1.3333333333333333,1.6666666666666663,0.7768976752893334,a
at opening price|None,4833,2018-10-27,1.0065485952992366,2.6,1.6104777524787786,0.3970036750190675,b
at opening price|None,4835,2018-11-03,5.0,1.3333333333333333,1.6666666666666663,0.7795082877348632,a
at opening price|None,4836,2018-11-03,5.0,1.3508771929824561,-5.0,0.7721587474093873,b
at opening price|None,4840,2018-11-03,5.0,1.434782608695652,-5.0,0.7732522498888814,a
at opening price|None,4842,2018-11-03,5.0,2.45,7.250000000000001,0.4905239415834973,a
at opening price|None,4846,2018-11-10,4.797575264914468,1.5405405405405406,2.593283926980794,0.6827900018590489,a
at opening price|None,4849,2018-11-10,5.0,1.2247191011235956,1.123595505617978,0.8354307738574854,a
at opening price|None,4850,2018-11-10,1.001912907726529,2.75,0.0,0.376387982461974,b
at opening price|None,4852,2018-11-10,3.2897060852063778,2.95,6.414926866152437,0.38247408044849107,a
at opening price|None,4854,2018-11-10,5.0,1.526315789473684,2.6315789473684204,0.6953494298810101,a
at opening price|None,4855,2018-11-10,1.2053655428793313,2.35,-1.2053655428793313,0.4393807955990391,a
at opening price|None,4857,2018-11-10,2.2199429498654237,3.2,4.883874489703933,0.34302421556064955,b
at opening price|None,4858,2018-11-17,5.0,1.3333333333333333,1.6666666666666663,0.7938219705206935,a
at opening price|None,4859,2018-11-17,5.0,1.5405405405405406,2.7027027027027026,0.7056285726403495,b
at opening price|None,4861,2018-11-17,5.0,1.3846153846153846,-5.0,0.7513078608974756,a
at opening price|None,4862,2018-11-17,4.036383139893665,1.3278688524590163,1.3234043081618572,0.773019175999475,a
at opening price|None,4863,2018-11-17,1.0775087785542379,3.8,-1.0775087785542379,0.2790369714734309,b
at opening price|None,4866,2018-11-17,3.039527151606903,1.4651162790697674,-3.039527151606903,0.7018382676292502,a
at opening price|None,4867,2018-11-17,4.305343422258597,3.05,8.825954015630122,0.38574396075823036,b
at opening price|None,4873,2018-11-24,5.0,1.3508771929824561,1.7543859649122806,0.7717312289584943,a
at opening price|None,4875,2018-11-24,5.0,2.75,-5.0,0.5085314099077898,a
at opening price|None,4876,2018-11-24,1.7841661777886102,3.6,4.638832062250387,0.3035490670125021,a
at opening price|None,4879,2018-11-24,5.0,1.273972602739726,1.36986301369863,0.8293088887857588,a
at opening price|None,4880,2018-11-24,1.4156566374461312,1.9523809523809523,-1.4156566374461312,0.5260064062189866,b
at opening price|None,4881,2018-11-24,3.8478165365977777,2.15,-3.8478165365977777,0.5062789676008135,a
at opening price|None,4884,2018-11-30,3.5303989367999784,1.5405405405405406,1.90832374962161,0.6738975363985963,a
at opening price|None,4887,2018-11-30,0.8874753333163885,2.55,-0.8874753333163885,0.4029457785618855,b
at opening price|None,4889,2018-11-30,3.003639123038452,3.65,-3.003639123038452,0.3175870886359008,a
at opening price|None,4891,2018-11-30,5.0,2.95,9.75,0.4324529814921638,a
at opening price|None,4892,2018-11-30,2.660366799592436,2.65,4.389605219327519,0.4104875865609624,b
at opening price|None,4894,2018-11-30,2.6321577527877884,1.4651162790697674,1.2242594199012968,0.6992517952557955,b
at opening price|None,4898,2018-12-01,1.7156058726973429,2.55,-1.7156058726973429,0.4130132478641638,b
at opening price|None,4904,2018-12-01,5.0,2.15,5.75,0.5524100555393584,b
at opening price|None,4913,2018-12-08,3.275592522964176,1.9523809523809523,-3.275592522964176,0.5441521221752602,a
at opening price|None,4915,2018-12-08,5.0,1.5405405405405406,2.7027027027027026,0.7410033150248214,b
at opening price|None,4916,2018-12-08,5.0,1.5555555555555556,2.7777777777777777,0.6814022094742933,a
at opening price|None,4917,2018-12-08,5.0,1.8333333333333335,-5.0,0.6049496519640426,a
at opening price|None,4918,2018-12-08,5.0,3.5,-5.0,0.37402480507903324,b
at opening price|None,4919,2018-12-08,5.0,1.7142857142857144,3.571428571428572,0.6431078016735162,a
at opening price|None,4920,2018-12-15,4.383745090475103,1.3773584905660377,1.6542434303679632,0.7500479183039732,b
at opening price|None,4923,2018-12-15,2.4866689262200095,1.5405405405405406,1.3441453655243296,0.6665731152717194,b
at opening price|None,4925,2018-12-15,1.781630141545048,1.6451612903225805,-1.781630141545048,0.6218167069925102,a
at opening price|None,4927,2018-12-15,0.475115736034542,3.25,1.0690104060777195,0.31427083326817057,a
at opening price|None,4928,2018-12-15,5.0,1.4081632653061225,2.0408163265306123,0.7477410779533035,b
at opening price|None,4933,2018-12-29,4.801413730229553,1.5,2.4007068651147767,0.6986760915348637,a
at opening price|None,4934,2018-12-29,4.815015924713901,2.05,5.055766720949595,0.5371294314238986,a
at opening price|None,4936,2018-12-29,5.0,1.526315789473684,2.6315789473684204,0.7148743958032941,b
at opening price|None,4937,2018-12-29,5.0,1.7692307692307692,3.846153846153846,0.6388180629074198,b
at opening price|None,4938,2018-12-29,5.0,1.9090909090909092,-5.0,0.5943314747301062,a
at opening price|None,4939,2018-12-29,5.0,1.5714285714285714,0.0,0.6995111085661005,b
at opening price|None,4941,2018-12-29,5.0,1.9090909090909092,4.545454545454546,0.6414793192524819,b
at opening price|None,4943,2018-12-29,0.8239704908560019,3.0,1.6479409817120039,0.3443196065447467,b
at opening price|None,4944,2018-12-29,5.0,1.5,2.5,0.7411090706395623,a
at opening price|None,4946,2019-01-19,1.9643078801515568,2.15,-1.9643078801515568,0.48612980522952826,a
at opening price|None,4947,2019-01-19,5.0,1.5882352941176472,2.941176470588236,0.7538164823829064,a
at opening price|None,4955,2019-01-19,5.0,1.434782608695652,2.1739130434782608,0.7547142453726912,a
at opening price|None,4956,2019-01-19,3.8032749698148254,1.4081632653061225,-3.8032749698148254,0.7321928983757381,a
at opening price|None,4957,2019-01-19,5.0,1.5714285714285714,-5.0,0.7319668065693594,b
at opening price|None,4962,2019-02-02,4.200086253428933,1.434782608695652,-4.200086253428933,0.7224247651722966,b
at opening price|None,4968,2019-02-02,3.849583179074368,1.6451612903225805,2.483602051015721,0.6380359465025441,a
at opening price|None,4972,2019-02-09,0.9524794110051249,3.2,-0.9524794110051249,0.32559659190132045,a
at opening price|None,4973,2019-02-09,0.5738955418004387,3.25,-0.5738955418004387,0.3156385536556984,a
at opening price|None,4975,2019-02-09,5.0,1.3636363636363638,1.8181818181818188,0.7614493943344959,a
at opening price|None,4976,2019-02-09,5.0,1.434782608695652,2.1739130434782608,0.8239251086134324,a
at opening price|None,4979,2019-02-09,5.0,2.35,6.75,0.49374214754632406,b
at opening price|None,4980,2019-02-09,5.0,1.3636363636363638,1.8181818181818188,0.8297156371011436,a
at opening price|None,4981,2019-02-09,5.0,1.25,1.25,0.8649511116057105,a
at opening price|None,4982,2019-02-17,5.0,2.55,7.749999999999999,0.46560148562277537,b
at opening price|None,4985,2019-02-17,4.19509057366908,2.65,-4.19509057366908,0.4295992411060678,a
at opening price|None,4987,2019-02-17,3.578627511096481,2.85,6.62046089552849,0.39733656768791925,b
at opening price|None,4992,2019-02-17,4.038993111810305,2.35,-4.038993111810305,0.47193736766760774,a
at opening price|None,4994,2019-02-23,5.0,1.9090909090909092,4.545454545454546,0.6771716078449622,a
at opening price|None,4995,2019-02-23,4.904569478928381,1.8,-4.904569478928381,0.5991517287015856,a
at opening price|None,4996,2019-02-23,2.6302042586379932,1.4166666666666667,-2.6302042586379932,0.7213541426978705,a
at opening price|None,4997,2019-02-23,5.0,2.0,5.0,0.6033340975569272,a
at opening price|None,4998,2019-02-23,5.0,1.4761904761904763,2.3809523809523814,0.7226349155427458,b
at opening price|None,4999,2019-02-23,5.0,2.1,5.5,0.55708800544915,b
at opening price|None,5002,2019-02-23,5.0,1.4878048780487805,2.4390243902439024,0.7059579220096268,b
at opening price|None,5004,2019-02-23,5.0,1.526315789473684,2.6315789473684204,0.7343593855314057,b
at opening price|None,5006,2019-02-23,1.7456968441141683,1.7142857142857144,1.246926317224406,0.5978808070342847,b
at opening price|None,5009,2019-03-02,5.0,1.6896551724137931,3.4482758620689657,0.6613196119278638,a
at opening price|None,5013,2019-03-02,5.0,1.3333333333333333,1.6666666666666663,0.7752996129188604,b
at opening price|None,5016,2019-03-02,5.0,1.5405405405405406,2.7027027027027026,0.6946840976089232,b
at opening price|None,5018,2019-03-02,5.0,1.1111111111111112,0.5555555555555558,0.9274514390042984,a
at opening price|None,5020,2019-03-09,5.0,1.526315789473684,2.6315789473684204,0.732091584561721,a
at opening price|None,5025,2019-03-09,5.0,1.4761904761904763,2.3809523809523814,0.774196232795681,a
at opening price|None,5027,2019-03-09,5.0,1.5405405405405406,2.7027027027027026,0.7138468145108604,a
at opening price|None,5030,2019-03-09,5.0,1.8,-5.0,0.6030385143903315,b
at opening price|None,5032,2019-03-16,4.8971208502483075,1.4081632653061225,-4.8971208502483075,0.7385340339144829,b
at opening price|None,5033,2019-03-16,5.0,1.6896551724137931,3.4482758620689657,0.6641363966283284,a
at opening price|None,5038,2019-03-16,2.7423430416820134,1.5714285714285714,1.5670531666754361,0.656307949394051,a
at opening price|None,5041,2019-03-16,5.0,1.4651162790697674,2.325581395348837,0.7159826417008046,b
at opening price|None,5042,2019-03-16,5.0,1.7692307692307692,3.846153846153846,0.6217208064049802,a
at opening price|None,5044,2019-03-23,5.0,1.6666666666666665,-5.0,0.6444577058603514,a
at opening price|None,5047,2019-03-23,1.8984734325234665,2.7,3.227404835289893,0.39427707285399916,b
at opening price|None,5049,2019-03-23,2.748698451924805,2.45,3.985612755290968,0.4406988796350283,a
at opening price|None,5052,2019-03-23,5.0,1.5714285714285714,-5.0,0.679026795938801,b
at opening price|None,5054,2019-03-23,5.0,1.4081632653061225,2.0408163265306123,0.7511482573028804,a
at opening price|None,5057,2019-03-30,2.9406694759207346,1.5714285714285714,-2.9406694759207346,0.6577503234612417,a
at opening price|None,5059,2019-03-30,5.0,1.3773584905660377,1.8867924528301883,0.7578767470673907,a
at opening price|None,5060,2019-03-30,2.5450265022888896,2.25,-2.5450265022888896,0.47272251669209875,a
at opening price|None,5061,2019-03-30,5.0,1.273972602739726,1.36986301369863,0.8799471016202942,b
at opening price|None,5066,2019-03-30,1.433942865573512,2.0,-1.433942865573512,0.5143394286557351,b
at opening price|None,5067,2019-03-30,1.3483831912627184,1.8333333333333335,1.1236526593855989,0.5577125744660246,b
at opening price|None,5069,2019-04-13,5.0,1.9523809523809523,4.761904761904762,0.5748063028739506,a
at opening price|None,5071,2019-04-13,5.0,3.5,12.5,0.4428689787614761,a
at opening price|None,5074,2019-04-13,5.0,2.65,8.25,0.4882534733103164,a
at opening price|None,5076,2019-04-13,4.429882088148806,1.606060606060606,-4.429882088148806,0.6560745817973495,a
at opening price|None,5079,2019-04-13,5.0,1.606060606060606,-5.0,0.7304606252871199,a
at opening price|None,5080,2019-04-13,5.0,1.4545454545454546,2.272727272727273,0.7239002958176785,b
at opening price|None,5081,2019-04-13,5.0,1.434782608695652,-5.0,0.7398547682380259,a
at opening price|None,5083,2019-04-20,5.0,1.5882352941176472,2.941176470588236,0.676595023640576,b
at opening price|None,5088,2019-04-20,5.0,1.7692307692307692,3.846153846153846,0.6368893911668615,a
at opening price|None,5090,2019-04-20,5.0,1.3333333333333333,1.6666666666666663,0.7803930028662194,a
at opening price|None,5092,2019-04-20,5.0,1.4081632653061225,2.0408163265306123,0.7411217501090922,a
at opening price|None,5096,2019-04-27,5.0,1.3703703703703702,1.8518518518518512,0.7746683536944089,a
at opening price|None,5098,2019-04-27,5.0,1.7692307692307692,3.846153846153846,0.6333086736603235,b
at opening price|None,5099,2019-04-27,5.0,1.606060606060606,3.03030303030303,0.6722124637736391,b
at opening price|None,5100,2019-04-27,3.011674753447431,1.4081632653061225,1.2292550014071146,0.727603911614188,a
at opening price|None,5104,2019-04-27,5.0,1.3773584905660377,1.8867924528301883,0.8200751989299957,a
at opening price|None,5108,2019-05-04,1.5643357933693547,1.7407407407407407,1.1587672543476701,0.5877815812201648,b
at opening price|None,5109,2019-05-04,3.307061571009818,1.9523809523809523,3.149582448580779,0.5444591372781445,a
at opening price|None,5110,2019-05-04,1.1038485055866567,2.65,1.8213500342179834,0.3911045285601358,b
at opening price|None,5111,2019-05-04,5.0,1.3333333333333333,1.6666666666666663,0.790024858935189,a
at opening price|None,5112,2019-05-04,1.1480842887597442,2.15,1.3202969320737057,0.47739811099603446,b
at opening price|None,5115,2019-05-04,1.8139592230110035,2.35,2.448844951064855,0.4463731485197009,b
at opening price|None,5117,2019-05-04,4.912142437496123,1.7407407407407407,-4.912142437496123,0.6162735526595415,a
at opening price|None,5119,2019-05-11,4.694900911268398,1.3125,1.4671565347713744,0.784261432910802,a
at opening price|None,5120,2019-05-11,5.0,3.5,12.5,0.4091648386751978,a
at opening price|None,5121,2019-05-11,5.0,1.25,1.25,0.8272276408138222,b
at opening price|None,5122,2019-05-11,2.825765262116846,1.625,1.7661032888230288,0.6371212712470526,a
at opening price|None,5123,2019-05-11,5.0,1.6666666666666665,3.3333333333333326,0.6558620240034109,a
at opening price|None,5124,2019-05-11,2.235587400882351,1.526315789473684,1.1766249478328161,0.6705902579371197,b
at opening price|None,5126,2019-05-11,1.7610821312893488,2.45,2.553569090369556,0.42900872726832284,b
at opening price|None,5127,2019-05-11,2.263286344680269,2.45,3.2817651997863906,0.43495318530437865,b
at opening price|None,5135,2019-05-18,5.0,1.3846153846153846,1.923076923076923,0.7987929752550166,a
at opening price|None,5136,2019-05-18,3.019040816497122,3.25,-3.019040816497122,0.34949441130534475,b
at opening price|None,5139,2019-05-18,5.0,1.1941747572815533,0.9708737864077666,0.8652536611417643,a
at opening price|None,5140,2019-05-18,4.548914722459552,2.25,5.686143403074439,0.4949879413606617,b
at opening price|None,5141,2019-05-18,3.503570402624882,1.434782608695652,-3.503570402624882,0.7182034569856054,a
at opening price|None,5142,2019-05-18,4.119338878804724,1.7407407407407407,-4.119338878804724,0.609526288330253,b
at opening price|None,5143,2019-06-01,4.409121473417938,1.7407407407407407,3.266015906235509,0.611992523178025,a
at opening price|None,5147,2019-06-01,1.4134632014813802,2.55,-1.4134632014813802,0.4093401408807541,a
at opening price|None,5150,2019-06-01,4.855219084648808,1.5128205128205128,-4.855219084648808,0.6939336887094835,b
at opening price|None,5159,2019-06-08,3.9803572469479853,2.25,-3.9803572469479853,0.48867063607719985,a
at opening price|None,5160,2019-06-08,5.0,2.55,7.749999999999999,0.47444930626272475,b
at opening price|None,5161,2019-06-08,5.0,1.8695652173913042,4.3478260869565215,0.5860871567884935,a
at opening price|None,5165,2019-06-08,5.0,1.4081632653061225,2.0408163265306123,0.7454917896177728,a
at opening price|None,5167,2019-06-08,2.7770057267713906,2.5,4.165508590157086,0.43332406872125667,a
at opening price|None,5168,2019-06-22,1.5112203493560195,3.4,-1.5112203493560195,0.3154525225791438,b
at opening price|None,5170,2019-06-22,5.0,1.5714285714285714,2.8571428571428568,0.6808686074235791,b
at opening price|None,5171,2019-06-22,3.439572330657877,1.3773584905660377,1.2979518228897646,0.7448743689351117,b
at opening price|None,5174,2019-06-22,5.0,1.5128205128205128,2.564102564102564,0.7057016090188126,a
at opening price|None,5178,2019-06-22,5.0,1.8333333333333335,-5.0,0.6223533112412288,a
at opening price|None,5180,2019-06-29,1.4276289711882613,3.25,3.2121651851735877,0.32745947806260667,b
at opening price|None,5182,2019-06-29,4.450291357927218,1.3636363636363638,1.6182877665189888,0.7570682205756117,a
at opening price|None,5183,2019-06-29,5.0,1.4081632653061225,2.0408163265306123,0.7615932730754943,a
at opening price|None,5186,2019-06-29,5.0,1.2857142857142856,1.428571428571428,0.8234658056966335,a
at opening price|None,5187,2019-06-29,4.140937096883409,1.4651162790697674,-4.140937096883409,0.7088313466468787,a
at opening price|None,5188,2019-06-29,5.0,2.55,-5.0,0.5088269909807825,b
at opening price|None,5189,2019-06-29,5.0,1.606060606060606,3.03030303030303,0.6611858228435197,b
at opening price|None,5192,2019-07-06,4.732338175207462,1.3278688524590163,-4.732338175207462,0.7764559909886789,a
at opening price|None,5193,2019-07-06,5.0,1.263157894736842,1.3157894736842102,0.8553201191474117,a
at opening price|None,5198,2019-07-06,5.0,1.3636363636363638,1.8181818181818188,0.7882354000409035,b
at opening price|None,5199,2019-07-06,5.0,1.4651162790697674,-5.0,0.7551807115848277,b
at opening price|None,5200,2019-07-06,3.8382238236704747,2.7,6.524980500239808,0.4187035592610356,a
at opening price|None,5205,2019-07-13,0.8004785296699586,3.05,1.640980985823415,0.33862938351359617,b
at opening price|None,5208,2019-07-13,5.0,1.6896551724137931,3.4482758620689657,0.6423716251174957,a
at opening price|None,5211,2019-07-13,5.0,1.6451612903225805,3.2258064516129026,0.656981759614685,a
at opening price|None,5213,2019-07-13,5.0,1.5128205128205128,-5.0,0.6996374865578878,b
at opening price|None,5214,2019-07-13,5.0,1.7692307692307692,-5.0,0.6167618090452495,b
at opening price|None,5220,2019-07-20,1.1940684046480539,2.05,1.2537718248804564,0.5000367982915167,a
at opening price|None,5222,2019-07-20,5.0,1.4651162790697674,-5.0,0.7233357460891179,b
at opening price|None,5224,2019-07-20,4.013184434585035,2.45,-4.013184434585035,0.4556662647359045,a
at opening price|None,5226,2019-07-20,5.0,1.7407407407407407,3.7037037037037033,0.6323087923264185,b
at opening price|None,5231,2019-07-27,5.0,2.65,-5.0,0.48478181142995524,b
at opening price|None,5232,2019-07-27,5.0,1.2857142857142856,1.428571428571428,0.8082241025218838,a
at opening price|None,5236,2019-07-27,1.9234036024934584,1.5405405405405406,1.039677622969437,0.6626203761578489,a
at opening price|None,5242,2019-08-03,1.8736477978443664,1.8333333333333335,-1.8736477978443664,0.5624877072531306,a
at opening price|None,5243,2019-08-03,4.9452152937317475,2.7,-4.9452152937317475,0.4326434518469924,b
at opening price|None,5246,2019-08-03,5.0,1.3508771929824561,1.7543859649122806,0.8185930033594462,a
at opening price|None,5247,2019-08-03,1.579185160580504,1.8,-1.579185160580504,0.5695927569829378,a
at opening price|None,5250,2019-08-03,5.0,1.5714285714285714,2.8571428571428568,0.8158729710950555,a
at opening price|None,5254,2019-08-10,4.503845170453477,1.9523809523809523,-4.503845170453477,0.5561350748336925,b
at opening price|None,5256,2019-08-10,1.6876284198134712,3.6,-1.6876284198134712,0.30215463273063903,b
at opening price|None,5258,2019-08-10,5.0,1.434782608695652,2.1739130434782608,0.7323917467303023,a
at opening price|None,5259,2019-08-10,5.0,3.2,-5.0,0.43091692463948283,b
at opening price|None,5261,2019-08-10,3.055298386462781,1.8333333333333335,2.5460819887189845,0.5732299853314797,a
at opening price|None,5265,2019-08-17,2.661400912106204,2.45,-2.661400912106204,0.4396655618167673,b
at opening price|None,5268,2019-08-17,4.623598437921664,2.35,-4.623598437921664,0.47865410971229144,a
at opening price|None,5270,2019-08-17,5.0,1.1333333333333333,-5.0,0.9108330188050603,a
at opening price|None,5271,2019-08-17,4.034917869504617,2.65,6.657614484682617,0.4276046376202462,a
at opening price|None,5272,2019-08-17,3.9708628746139327,3.25,-3.9708628746139327,0.3626734859561929,a
at opening price|None,5273,2019-08-17,4.305800416190494,1.526315789473684,-4.305800416190494,0.6848675890771759,a
at opening price|None,5274,2019-08-17,3.6599495978057006,2.0,-3.6599495978057006,0.536599495978057,a
at opening price|None,5281,2019-08-31,3.2294565036690925,2.7,-3.2294565036690925,0.4110376004165738,a
at opening price|None,5287,2019-09-07,2.5273554265372233,3.5,-2.5273554265372233,0.32181936323624605,b
at opening price|None,5288,2019-09-07,2.6099328744159442,2.45,-2.6099328744159442,0.4390563483094132,b
at opening price|None,5290,2019-09-07,3.5718981862589603,1.434782608695652,1.552999211416939,0.7186175647652059,a
at opening price|None,5296,2019-09-07,5.0,1.3636363636363638,1.8181818181818188,0.7945018713883579,a
at opening price|None,5299,2019-09-07,5.0,1.4166666666666667,2.083333333333334,0.7372348652649271,a
at opening price|None,5303,2019-09-14,5.0,1.5405405405405406,-5.0,0.7219543467577105,a
at opening price|None,5304,2019-09-14,1.866020247528696,2.35,-1.866020247528696,0.446971296460968,a
at opening price|None,5312,2019-09-21,5.0,1.4651162790697674,2.325581395348837,0.7743569685283778,a
at opening price|None,5313,2019-09-21,3.2164414458912987,1.434782608695652,-3.2164414458912987,0.7164632814902503,a
