,,date,stake,price,profit,p_bet,bet_side
"near close, 5% margin|25.0",7768,2024-08-03,3.2672869188846745,1.4046480679814015,1.3221013392675898,0.7307467615432214,a
"near close, 5% margin|25.0",7776,2024-08-03,2.642633818599112,2.1364285665872553,-2.642633818599112,0.4961847579781541,b
"near close, 5% margin|25.0",7789,2024-08-10,1.062529644042018,2.525907455652974,-1.062529644042018,0.4087348631096332,a
"near close, 5% margin|25.0",7805,2024-08-24,2.3454979508585563,2.91392813754962,-2.3454979508585563,0.3739907914855728,b
"near close, 5% margin|25.0",7816,2024-09-07,5.0,1.350947239564202,1.7547361978210096,0.7679740051899543,a
"near close, 5% margin|25.0",7817,2024-09-07,2.4252436553040035,3.142625602708395,-2.4252436553040035,0.3512756282586815,a
"near close, 5% margin|25.0",7830,2024-09-14,3.1744517503527643,1.793599036421578,2.519241850246745,0.5856296840460871,b
"near close, 5% margin|25.0",7838,2024-09-28,1.5929799052311833,1.7999522635677254,-1.5929799052311833,0.5697296413781068,b
"near close, 5% margin|25.0",7850,2024-10-05,1.519697879650601,2.664113563120135,2.5289498533714756,0.39434467494584613,a
"near close, 5% margin|25.0",7853,2024-10-05,0.9067579893709387,4.473867990276357,-0.9067579893709387,0.23760181422304283,b
"near close, 5% margin|25.0",7856,2024-10-05,3.4074524828582406,1.437937068820461,1.4922497524879397,0.7161961516817563,b
"near close, 5% margin|25.0",7860,2024-10-05,1.4283303046662053,2.3152897987592262,1.8786682789861173,0.4481397387643492,b
"near close, 5% margin|25.0",7862,2024-10-12,0.9458490205224627,2.9111944280742215,-0.9458490205224627,0.35592058625979994,b
"near close, 5% margin|25.0",7879,2024-10-19,3.3015926416173755,1.4243035748632924,1.4008775605805934,0.7217685677088068,b
