page,event,event_url,date,f1,f1_url,f1_open,f1_close_lo,f1_close_hi,f1_spark,f2,f2_url,f2_open,f2_close_lo,f2_close_hi
/fighters/chad-laprise-3267,UFC 186: Johnson vs. Horiguchi,/events/ufc-186-johnson-vs-horiguchi-929,2015-04-25,Chad Laprise,/fighters/chad-laprise-3267,-350.0,-420.0,-400.0,"1.28571, 1.348485, 1.33333, 1.315135, 1.2967, 1.27984, 1.25658, 1.253205, 1.25, 1.24405",Bryan Barberena,/fighters/bryan-barberena-4982,250.0,330.0,335.0
/fighters/chad-laprise-3267,UFC Fight Night 54: MacDonald vs. Saffiedine,/events/ufc-fight-night-54-macdonald-vs-saffiedine-861,2014-10-04,Chad Laprise,/fighters/chad-laprise-3267,-300.0,-325.0,-320.0,"1.33333, 1.36725, 1.373865, 1.40016, 1.39216, 1.38476, 1.345755, 1.322665, 1.315135, 1.310095",Yosdenis Cedeno,/fighters/yosdenis-cedeno-4690,220.0,275.0,290.0
/fighters/chad-laprise-3267,UFC: The Ultimate Fighter Nations Finale,/events/ufc-the-ultimate-fighter-nations-finale-806,2014-04-16,Chad Laprise,/fighters/chad-laprise-3267,-150.0,145.0,145.0,"1.66667, 2, 2.075, 2.1, 2.075, 2.125, 2.15, 2.225, 2.35, 2.45",Olivier Aubin-Mercier,/fighters/olivier-aubin-mercier-4841,110.0,-170.0,-155.0
/fighters/chad-laprise-3267,Bellator Fighting Championship 76,/events/bellator-fighting-championship-76-600,2012-10-12,Chad Laprise,/fighters/chad-laprise-3267,,,,,Ainsley Robinson,/fighters/ainsley-robinson-3618,,,
/fighters/chad-laprise-3267,Bellator Fighting Championship 64,/events/bellator-fighting-championship-64-501,2012-04-06,Chad Laprise,/fighters/chad-laprise-3267,,,,,Josh Taveirne,/fighters/josh-taveirne-2425,,,
/fighters/leon-edwards-4608,Unconfirmed Fights,/events/unconfirmed-fights-3781,2025-12-31,Leon Edwards,/fighters/leon-edwards-4608,-114.0,-114.0,-114.0,,Kamaru Usman,/fighters/kamaru-usman-4664,-114.0,-114.0,-114.0
/fighters/leon-edwards-4608,UFC 322,/events/ufc-322-3830,2025-11-16,Leon Edwards,/fighters/leon-edwards-4608,150.0,130.0,145.0,"2.5, 2.4975, 2.498, 2.528, 2.538, 2.594, 2.614, 2.604, 2.6028571428571, 2.3585714285714",Carlos Prates,/fighters/carlos-prates-14705,-188.0,-175.0,-154.0
/fighters/leon-edwards-4608,UFC,/events/ufc-3578,2025-03-22,Leon Edwards,/fighters/leon-edwards-4608,107.0,105.0,112.0,"2.07, 2.075, 2.06, 2.012885, 2.050308, 2.144, 2.222, 2.24, 2.346, 2.094",Sean Brady,/fighters/sean-brady-8521,-132.0,-138.0,-125.0
/fighters/leon-edwards-4608,UFC,/events/ufc-3578,2025-03-22,Leon Edwards,/fighters/leon-edwards-4608,135.0,120.0,120.0,"2.35, 2.3, 2.2",Jack Della Maddalena,/fighters/jack-della-maddalena-7492,-165.0,-145.0,-145.0
/fighters/leon-edwards-4608,UFC,/events/ufc-3307,2024-07-28,Leon Edwards,/fighters/leon-edwards-4608,-298.0,-286.0,-250.0,"1.33557, 1.4501566666667, 1.4842416666667, 1.4925966666667, 1.5082083333333, 1.4899316666667, 1.5018566666667, 1.4791816666667, 1.4529316666667, 1.3780466666667",Belal Muhammad,/fighters/belal-muhammad-3777,240.0,198.0,225.0
/fighters/leon-edwards-4608,UFC,/events/ufc-3053,2023-12-17,Leon Edwards,/fighters/leon-edwards-4608,165.0,-170.0,-125.0,"2.65, 1.87619, 1.78493, 1.7698575, 1.8275875, 1.819255, 1.80444, 1.79852, 1.7990822222222, 1.6631455555556",Colby Covington,/fighters/colby-covington-5049,-190.0,105.0,140.0
/fighters/leon-edwards-4608,UFC 286,/events/ufc-286-2746,2023-03-18,Leon Edwards,/fighters/leon-edwards-4608,285.0,195.0,230.0,"3.85, 3.8, 3.5666666666667, 3.5333333333333, 3.4125, 3.3375, 3.2625, 3.0642857142857, 2.9988888888889, 3.1222222222222",Kamaru Usman,/fighters/kamaru-usman-4664,-350.0,-280.0,-235.0
/fighters/leon-edwards-4608,UFC 278: Usman vs. Edwards 2,/events/ufc-278-usman-vs-edwards-2-2545,2022-08-20,Leon Edwards,/fighters/leon-edwards-4608,250.0,260.0,300.0,"3.5, 3.3, 3.2, 3.325, 3.275, 3.475, 3.5166666666667, 3.6416666666667, 3.69, 3.77",Kamaru Usman,/fighters/kamaru-usman-4664,-300.0,-380.0,-315.0
/fighters/leon-edwards-4608,UFC 269,/events/ufc-269-2279,2021-12-11,Leon Edwards,/fighters/leon-edwards-4608,-200.0,-200.0,-200.0,"1.5, 1.5",Jorge Masvidal,/fighters/jorge-masvidal-99,160.0,165.0,165.0
/fighters/leon-edwards-4608,UFC 263: Adesanya vs. Vettori 2,/events/ufc-263-adesanya-vs-vettori-2-2115,2021-06-12,Leon Edwards,/fighters/leon-edwards-4608,-275.0,-550.0,-420.0,"1.36364, 1.24695, 1.221, 1.2214066666667, 1.2228725, 1.222742, 1.209535, 1.2043766666667, 1.21111, 1.204",Nate Diaz,/fighters/nate-diaz-63,220.0,335.0,385.0
/fighters/leon-edwards-4608,UFC Fight Night 187: Edwards vs. Muhammad,/events/ufc-fight-night-187-edwards-vs-muhammad-2048,2021-03-13,Leon Edwards,/fighters/leon-edwards-4608,-270.0,-305.0,-265.0,"1.37037, 1.39023, 1.3844683333333, 1.381905, 1.3935666666667, 1.3936133333333, 1.39628, 1.3822116666667, 1.374315, 1.355485",Belal Muhammad,/fighters/belal-muhammad-3777,220.0,205.0,240.0
/fighters/leon-edwards-4608,UFC on ESPN 4: Dos Anjos vs. Edwards,/events/ufc-on-espn-4-dos-anjos-vs-edwards-1717,2019-07-20,Leon Edwards,/fighters/leon-edwards-4608,-105.0,-125.0,-110.0,"1.95238, 1.6794466666667, 1.7533866666667, 1.74313, 1.8043366666667, 1.76722, 1.7739933333333, 1.8065566666667, 1.7526266666667, 1.8385133333333",Rafael Dos Anjos,/fighters/rafael-dos-anjos-895,-135.0,-110.0,104.0
/fighters/leon-edwards-4608,UFC on ESPN+ 5: Till vs. Masvidal,/events/ufc-on-espn-5-till-vs-masvidal-1626,2019-03-16,Leon Edwards,/fighters/leon-edwards-4608,-130.0,-150.0,-140.0,"1.76923, 1.682985, 1.7099, 1.7099, 1.7336333333333, 1.7533866666667, 1.71585, 1.6960966666667, 1.64354, 1.68863",Gunnar Nelson,/fighters/gunnar-nelson-3160,-110.0,120.0,126.0
/fighters/leon-edwards-4608,UFC Fight Night 132: Cowboy vs. Edwards,/events/ufc-fight-night-132-cowboy-vs-edwards-1475,2018-06-23,Leon Edwards,/fighters/leon-edwards-4608,115.0,-255.0,-233.0,"2.15, 1.58824, 1.579835, 1.54805, 1.47863, 1.4939, 1.5, 1.5, 1.458335, 1.41067",Donald Cerrone,/fighters/donald-cerrone-220,-155.0,198.0,215.0
/fighters/leon-edwards-4608,UFC Fight Night 127: Werdum vs. Volkov,/events/ufc-fight-night-127-werdum-vs-volkov-1423,2018-03-17,Leon Edwards,/fighters/leon-edwards-4608,-300.0,-190.0,-190.0,"1.33333, 1.481995, 1.477275, 1.46537, 1.460315, 1.46512, 1.470655, 1.481995, 1.51957, 1.52632",Peter Sobotta,/fighters/peter-sobotta-1175,220.0,165.0,165.0
/fighters/leon-edwards-4608,UFC Fight Night 115: Volkov vs. Struve,/events/ufc-fight-night-115-volkov-vs-struve-1310,2017-09-02,Leon Edwards,/fighters/leon-edwards-4608,-315.0,-250.0,-245.0,"1.31746, 1.30077, 1.298575, 1.30536, 1.312575, 1.32002, 1.32258, 1.345235, 1.3705, 1.40408",Bryan Barberena,/fighters/bryan-barberena-4982,235.0,210.0,210.0
/fighters/leon-edwards-4608,UFC Fight Night 107: Manuwa vs. Anderson,/events/ufc-fight-night-107-manuwa-vs-anderson-1246,2017-03-18,Leon Edwards,/fighters/leon-edwards-4608,135.0,-105.0,100.0,"2.35, 2.25, 2.435, 2.46, 2.175, 2.15, 2.05, 2.06, 2.11, 1.97619",Vicente Luque,/fighters/vicente-luque-5744,-175.0,-120.0,-115.0
/fighters/leon-edwards-4608,UFC 204: Bisping vs. Henderson 2,/events/ufc-204-bisping-vs-henderson-2-1168,2016-10-08,Leon Edwards,/fighters/leon-edwards-4608,180.0,145.0,150.0,"2.8, 3, 3.1, 3.15, 3.2, 3.175, 3.2, 3.275, 3, 2.475",Albert Tumenov,/fighters/albert-tumenov-4670,-260.0,-170.0,-170.0
/fighters/leon-edwards-4608,UFC Fight Night 87: Overeem vs. Arlovski,/events/ufc-fight-night-87-overeem-vs-arlovski-1088,2016-05-08,Leon Edwards,/fighters/leon-edwards-4608,-260.0,-275.0,-270.0,"1.38462, 1.41667, 1.41667, 1.408335, 1.4, 1.38868, 1.38099, 1.364725, 1.38839, 1.367005",Dominic Waters,/fighters/dominic-waters-5378,180.0,230.0,235.0
/fighters/leon-edwards-4608,UFC on FOX 17: Dos Anjos vs. Cerrone,/events/ufc-on-fox-17-dos-anjos-vs-cerrone-1008,2015-12-19,Leon Edwards,/fighters/leon-edwards-4608,100.0,190.0,200.0,"2, 2.775, 2.85, 3, 3.05, 3.15, 3.175, 3.2, 3.215, 2.95",Kamaru Usman,/fighters/kamaru-usman-4664,-140.0,-240.0,-225.0
/fighters/leon-edwards-4608,UFC Fight Night 72: Bisping vs. Leites,/events/ufc-fight-night-72-bisping-vs-leites-975,2015-07-18,Leon Edwards,/fighters/leon-edwards-4608,-210.0,-400.0,-400.0,"1.47619, 1.43478, 1.41667, 1.408845, 1.377495, 1.35185, 1.33333, 1.27984, 1.280395, 1.25",Pawel Pawlak,/fighters/pawel-pawlak-4818,160.0,325.0,330.0
/fighters/leon-edwards-4608,UFC Fight Night 64: Gonzaga vs. Cro Cop II,/events/ufc-fight-night-64-gonzaga-vs-cro-cop-ii-936,2015-04-11,Leon Edwards,/fighters/leon-edwards-4608,-130.0,-170.0,-170.0,"1.76923, 1.86957, 1.88933, 1.930735, 1.88933, 1.8194, 1.74074, 1.754985, 1.74176, 1.58824",Seth Baczynski,/fighters/seth-baczynski-1960,-110.0,145.0,150.0
/fighters/leon-edwards-4608,UFC Fight Night 56: Shogun vs. St. Preux,/events/ufc-fight-night-56-shogun-vs-st-preux-893,2014-11-08,Leon Edwards,/fighters/leon-edwards-4608,-140.0,-215.0,-200.0,"1.71429, 1.51282, 1.51957, 1.471495, 1.460315, 1.47619, 1.46537, 1.43961, 1.44444, 1.48256",Claudio Henrique da Silva,/fighters/claudio-henrique-da-silva-4648,100.0,170.0,195.0
/fighters/leon-edwards-4608,BAMMA 14: Daley vs. da Silva,/events/bamma-14-daley-vs-da-silva-770,2013-12-14,Leon Edwards,/fighters/leon-edwards-4608,,,,,Wendle Lewis,/fighters/wendle-lewis-4609,,,
/fighters/leon-edwards-4608,Future Events,/events/future-events-197,,Leon Edwards,/fighters/leon-edwards-4608,250.0,235.0,235.0,"3.5, 3.05, 3.2, 3.25, 3.35",Khamzat Chimaev,/fighters/khamzat-chimaev-10189,-300.0,-275.0,-275.0
/fighters/hector-urbina-762,UFC Fight Night 95: Cyborg vs. Lansberg,/events/ufc-fight-night-95-cyborg-vs-lansberg-1167,2016-09-24,Hector Urbina,/fighters/hector-urbina-762,325.0,440.0,445.0,"4.25, 3.85, 4.425, 4.475, 4.575, 4.75, 4.8, 4.95, 5.075, 5.425",Vicente Luque,/fighters/vicente-luque-5744,-475.0,-580.0,-575.0
/fighters/hector-urbina-762,UFC Fight Night 78: Magny vs. Gastelum,/events/ufc-fight-night-78-magny-vs-gastelum-999,2015-11-21,Hector Urbina,/fighters/hector-urbina-762,170.0,155.0,155.0,"2.7, 2.65, 2.65, 2.675, 2.75, 2.815, 2.84, 2.85, 2.9, 2.55",Bartosz Fabinski,/fighters/bartosz-fabinski-5555,-230.0,-180.0,-175.0
/fighters/hector-urbina-762,UFC 180: Werdum vs. Hunt,/events/ufc-180-werdum-vs-hunt-824,2014-11-15,Hector Urbina,/fighters/hector-urbina-762,190.0,150.0,155.0,"2.9, 2.645, 2.7, 2.725, 2.775, 2.8, 2.875, 2.85, 2.75, 2.525",Edgar Garcia,/fighters/edgar-garcia-1011,-270.0,-180.0,-160.0
/fighters/hector-urbina-762,Bellator Fighting Championship 2,/events/bellator-fighting-championship-2-149,2009-04-10,Hector Urbina,/fighters/hector-urbina-762,320.0,320.0,320.0,,Lyman Good,/fighters/lyman-good-1161,-425.0,-425.0,-425.0
/fighters/hector-urbina-762,Adrenaline MMA 1,/events/adrenaline-mma-1-65,2008-06-14,Hector Urbina,/fighters/hector-urbina-762,,,,,Dave Kleczkowski,/fighters/dave-kleczkowski-761,,,
/fighters/alvaro-herrera-5988,Combate 47: Monterrey,/events/combate-47-monterrey-1824,2019-10-18,Alvaro Herrera,/fighters/alvaro-herrera-5988,120.0,125.0,130.0,"2.2, 2.225, 2.2333333333333, 2.25, 2.2666666666667",Fernando Gonzalez Trevino,/fighters/fernando-gonzalez-trevino-9628,-150.0,-160.0,-155.0
/fighters/alvaro-herrera-5988,UFC on FOX 30: Alvarez vs. Poirier 2,/events/ufc-on-fox-30-alvarez-vs-poirier-2-1502,2018-07-28,Alvaro Herrera,/fighters/alvaro-herrera-5988,130.0,-115.0,-112.0,"2.3, 1.930735, 2.035, 2.025, 2.075, 2.00119, 1.95238, 1.930735, 2.010435, 1.881215",Devin Powell,/fighters/devin-powell-6435,-170.0,-108.0,-105.0
/fighters/alvaro-herrera-5988,UFC Fight Night 114: Pettis vs. Moreno,/events/ufc-fight-night-114-pettis-vs-moreno-1307,2017-08-05,Alvaro Herrera,/fighters/alvaro-herrera-5988,175.0,175.0,185.0,"2.75, 2.89, 2.875, 2.8, 2.825, 2.85, 2.84, 2.825, 2.8, 2.8",Jordan Rinaldi,/fighters/jordan-rinaldi-3747,-245.0,-225.0,-205.0
/fighters/alvaro-herrera-5988,UFC Fight Night 90: Dos Anjos vs. Alvarez,/events/ufc-fight-night-90-dos-anjos-vs-alvarez-1118,2016-07-07,Alvaro Herrera,/fighters/alvaro-herrera-5988,260.0,275.0,313.0,"3.6, 4.525, 4.575, 4.525, 4.475, 4.375, 4.5, 4.3, 4.15, 3.94",Vicente Luque,/fighters/vicente-luque-5744,-380.0,-375.0,-335.0
/fighters/alvaro-herrera-5988,UFC Fight Night 78: Magny vs. Gastelum,/events/ufc-fight-night-78-magny-vs-gastelum-999,2015-11-21,Alvaro Herrera,/fighters/alvaro-herrera-5988,145.0,145.0,150.0,"2.45, 2.45, 2.475, 2.46, 2.485, 2.5, 2.475",Vernon Ramos,/fighters/vernon-ramos-5989,-185.0,-170.0,-170.0
/fighters/hayder-hassan-1714,UFC on FOX 17: Dos Anjos vs. Cerrone,/events/ufc-on-fox-17-dos-anjos-vs-cerrone-1008,2015-12-19,Hayder Hassan,/fighters/hayder-hassan-1714,-125.0,105.0,110.0,"1.8, 1.83333, 1.80128, 1.892855, 1.95238, 2.05119, 2.15, 2.125, 2.18, 2.075",Vicente Luque,/fighters/vicente-luque-5744,-115.0,-130.0,-125.0
/fighters/hayder-hassan-1714,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,/events/ufc-the-ultimate-fighter-21-finale-ellenberger-vs-thompson-971,2015-07-12,Hayder Hassan,/fighters/hayder-hassan-1714,145.0,190.0,200.0,"2.45, 2.6, 2.725, 2.8, 2.825, 2.875, 2.9, 2.875, 2.9, 2.95",Kamaru Usman,/fighters/kamaru-usman-4664,-185.0,-240.0,-225.0
/fighters/hayder-hassan-1714,Titan FC 31: Green vs. Torres,/events/titan-fc-31-green-vs-torres-898,2014-10-31,Hayder Hassan,/fighters/hayder-hassan-1714,-115.0,-105.0,-105.0,"1.86957, 1.934785, 1.954545, 1.97619, 1.95238, 1.97619, 1.95238",Felipe Portela,/fighters/felipe-portela-2770,-125.0,-115.0,-105.0
/fighters/hayder-hassan-1714,Strikeforce: Miami,/events/strikeforce-miami-243,2010-01-30,Hayder Hassan,/fighters/hayder-hassan-1714,,,,,Ryan Keenan,/fighters/ryan-keenan-1083,,,
/fighters/mike-graves-5743,ACA 206,/events/aca-206-4316,2026-08-15,Mike Graves,/fighters/mike-graves-5743,-105.0,-138.0,-138.0,"1.95238, 1.625, 1.68966, 1.64516, 1.66667, 1.68966, 1.625, 1.74074, 1.76923, 1.72464",Vitaly Slipenko,/fighters/vitaly-slipenko-10227,-135.0,118.0,118.0
/fighters/mike-graves-5743,Titan FC 53: Puerta vs. Balart 2,/events/titan-fc-53-puerta-vs-balart-2-1678,2019-03-15,Mike Graves,/fighters/mike-graves-5743,,,,,Jared Gooden,/fighters/jared-gooden-5444,,,
/fighters/mike-graves-5743,ACB 71: Moscow,/events/acb-71-moscow-1388,2017-09-30,Mike Graves,/fighters/mike-graves-5743,-350.0,-350.0,-350.0,"1.28571, 1.25641, 1.28571, 1.31746, 1.28571",Nikolay Aleksakhin,/fighters/nikolay-aleksakhin-5978,250.0,250.0,250.0
/fighters/mike-graves-5743,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,/events/ufc-the-ultimate-fighter-21-finale-ellenberger-vs-thompson-971,2015-07-12,Mike Graves,/fighters/mike-graves-5743,-105.0,160.0,165.0,"1.95238, 2.07619, 2.00119, 2.1, 2.029545, 2.02143, 2.029545, 1.979545, 2.00119, 2.625",Vicente Luque,/fighters/vicente-luque-5744,-135.0,-190.0,-185.0
/fighters/takashi-sato-9113,UFC Fight Night 226,/events/ufc-fight-night-226-2807,2023-05-20,Takashi Sato,/fighters/takashi-sato-9113,145.0,100.0,120.0,"2.45, 1.900975, 1.8784266666667, 1.9106657142857, 1.9178085714286, 1.8920328571429, 1.9033242857143, 1.9163114285714, 2.0015475, 2.07",Themba Gorimbo,/fighters/themba-gorimbo-12770,-165.0,-142.0,-121.0
/fighters/takashi-sato-9113,UFC on ESPN: Santos vs. Hill,/events/ufc-on-espn-santos-vs-hill-2534,2022-08-06,Takashi Sato,/fighters/takashi-sato-9113,170.0,180.0,270.0,"2.7, 2.815, 2.825, 2.853, 2.843, 2.841, 2.856, 2.896, 3.145, 3.43",Bryan Battle,/fighters/bryan-battle-12265,-200.0,-350.0,-220.0
/fighters/takashi-sato-9113,UFC Fight Night 205,/events/ufc-fight-night-205-2376,2022-03-19,Takashi Sato,/fighters/takashi-sato-9113,250.0,360.0,500.0,"3.5, 3.7, 3.7333333333333, 3.73125, 3.7944444444444, 4.2227272727273, 4.3363636363636, 4.7209090909091, 4.8363636363636, 5.1545454545455",Gunnar Nelson,/fighters/gunnar-nelson-3160,-300.0,-800.0,-500.0
/fighters/takashi-sato-9113,UFC on ESPN 18: Smith vs. Clark,/events/ufc-on-espn-18-smith-vs-clark-1979,2020-11-28,Takashi Sato,/fighters/takashi-sato-9113,165.0,175.0,182.0,"2.65, 2.725, 2.8833333333333, 2.7166666666667, 2.6066666666667, 2.5566666666667, 2.45, 2.3333333333333, 2.35, 2.79",Miguel Baeza,/fighters/miguel-baeza-6383,-190.0,-222.0,-210.0
/fighters/takashi-sato-9113,UFC on ESPN 12: Poirier vs. Hooker,/events/ufc-on-espn-12-poirier-vs-hooker-1895,2020-06-27,Takashi Sato,/fighters/takashi-sato-9113,-275.0,-250.0,-235.0,"1.36364, 1.37736, 1.375935, 1.383935, 1.375935, 1.37883, 1.37883, 1.3895133333333, 1.3948466666667, 1.40851",Jason Witt,/fighters/jason-witt-5711,215.0,200.0,210.0
/fighters/takashi-sato-9113,UFC 242: Khabib vs. Poirier,/events/ufc-242-khabib-vs-poirier-1715,2019-09-07,Takashi Sato,/fighters/takashi-sato-9113,170.0,295.0,320.0,"2.7, 3.35, 3.5833333333333, 3.6166666666667, 3.6333333333333, 3.7, 3.8833333333333, 3.8333333333333, 4, 4.05",Belal Muhammad,/fighters/belal-muhammad-3777,-230.0,-400.0,-370.0
/fighters/takashi-sato-9113,UFC on ESPN+ 8: Jacare vs. Hermansson,/events/ufc-on-espn-8-jacare-vs-hermansson-1657,2019-04-27,Takashi Sato,/fighters/takashi-sato-9113,-165.0,-240.0,-213.0,"1.60606, 1.46612, 1.49249, 1.50155, 1.4771066666667, 1.50103, 1.4906633333333, 1.48189, 1.4898266666667, 1.44031",Ben Saunders,/fighters/ben-saunders-408,125.0,175.0,205.0
/fighters/alan-jouban-2305,UFC 255: Figueiredo vs. Perez,/events/ufc-255-figueiredo-vs-perez-1967,2020-11-21,Alan Jouban,/fighters/alan-jouban-2305,-145.0,-161.0,-155.0,"1.68966, 1.85145, 1.86957, 1.8568233333333, 1.82319, 1.7897433333333, 1.7336333333333, 1.6919166666667, 1.6443166666667, 1.6304266666667",Jared Gooden,/fighters/jared-gooden-5444,125.0,130.0,140.0
/fighters/alan-jouban-2305,UFC 236: Holloway vs. Poirier 2,/events/ufc-236-holloway-vs-poirier-2-1666,2019-04-13,Alan Jouban,/fighters/alan-jouban-2305,-155.0,100.0,110.0,"1.64516, 1.82222, 1.8595533333333, 1.8474733333333, 1.8366366666667, 1.8775133333333, 1.8811066666667, 1.8343, 1.8008533333333, 2.05",Dwight Grant,/fighters/dwight-grant-6763,115.0,-130.0,-125.0
/fighters/alan-jouban-2305,UFC on FOX 28: Stephens vs. Emmett,/events/ufc-on-fox-28-stephens-vs-emmett-1425,2018-02-24,Alan Jouban,/fighters/alan-jouban-2305,-215.0,-250.0,-250.0,"1.46512, 1.4211, 1.412765, 1.40408, 1.4, 1.385185, 1.37037, 1.377495, 1.38839, 1.4",Ben Saunders,/fighters/ben-saunders-408,165.0,210.0,210.0
/fighters/alan-jouban-2305,UFC Fight Night 114: Pettis vs. Moreno,/events/ufc-fight-night-114-pettis-vs-moreno-1307,2017-08-05,Alan Jouban,/fighters/alan-jouban-2305,-185.0,-175.0,-165.0,"1.54054, 1.57473, 1.617495, 1.637045, 1.626965, 1.637045, 1.59715, 1.61553, 1.59715, 1.588745",Niko Price,/fighters/niko-price-6895,145.0,145.0,150.0
/fighters/alan-jouban-2305,UFC Fight Night 107: Manuwa vs. Anderson,/events/ufc-fight-night-107-manuwa-vs-anderson-1246,2017-03-18,Alan Jouban,/fighters/alan-jouban-2305,180.0,250.0,275.0,"2.8, 3.3, 3.575, 3.75, 3.825, 3.85, 3.8, 3.75, 3.575, 3.625",Gunnar Nelson,/fighters/gunnar-nelson-3160,-260.0,-335.0,-300.0
/fighters/alan-jouban-2305,UFC on FOX 22: VanZant vs. Waterson,/events/ufc-on-fox-22-vanzant-vs-waterson-1207,2016-12-17,Alan Jouban,/fighters/alan-jouban-2305,100.0,122.0,125.0,"2, 1.98119, 2.15, 2.15, 2.125, 2.05, 2.125, 2.16, 2.205, 2.235",Mike Perry,/fighters/mike-perry-6596,-140.0,-145.0,-142.0
/fighters/alan-jouban-2305,UFC Fight Night 90: Dos Anjos vs. Alvarez,/events/ufc-fight-night-90-dos-anjos-vs-alvarez-1118,2016-07-07,Alan Jouban,/fighters/alan-jouban-2305,-145.0,-145.0,-145.0,"1.68966, 1.83333, 1.816665, 1.8, 1.784615, 1.80128, 1.85145, 1.77037, 1.701975, 1.68966",Belal Muhammad,/fighters/belal-muhammad-3777,105.0,125.0,125.0
/fighters/alan-jouban-2305,UFC Fight Night 85: Hunt vs. Mir,/events/ufc-fight-night-85-hunt-vs-mir-1062,2016-03-19,Alan Jouban,/fighters/alan-jouban-2305,-475.0,-525.0,-500.0,"1.21053, 1.20836, 1.200505, 1.205265, 1.20204, 1.2, 1.19524, 1.19328, 1.18813, 1.19524",Brendan O'Reilly,/fighters/brendan-o-reilly-5046,325.0,385.0,415.0
/fighters/alan-jouban-2305,UFC 192: Cormier vs. Gustafsson,/events/ufc-192-cormier-vs-gustafsson-990,2015-10-03,Alan Jouban,/fighters/alan-jouban-2305,170.0,220.0,230.0,"2.7, 2.675, 2.7, 2.75, 2.775, 3.085, 3.1, 3.2, 3.285, 3.25",Albert Tumenov,/fighters/albert-tumenov-4670,-230.0,-270.0,-260.0
/fighters/alan-jouban-2305,UFC Fight Night 71: Mir vs. Duffee,/events/ufc-fight-night-71-mir-vs-duffee-965,2015-07-15,Alan Jouban,/fighters/alan-jouban-2305,-405.0,-525.0,-500.0,"1.24691, 1.25, 1.261985, 1.268565, 1.264915, 1.252385, 1.24892, 1.243505, 1.23823, 1.19524",Matt Dwyer,/fighters/matt-dwyer-5117,285.0,400.0,410.0
/fighters/alan-jouban-2305,UFC 184: Rousey vs. Zingano,/events/ufc-184-rousey-vs-zingano-896,2015-02-28,Alan Jouban,/fighters/alan-jouban-2305,-385.0,-250.0,-230.0,"1.25974, 1.267855, 1.25487, 1.23611, 1.22222, 1.23159, 1.229175, 1.22222, 1.327955, 1.41739",Richard Walsh,/fighters/richard-walsh-4845,265.0,195.0,230.0
/fighters/alan-jouban-2305,UFC Fight Night 56: Shogun vs. St. Preux,/events/ufc-fight-night-56-shogun-vs-st-preux-893,2014-11-08,Alan Jouban,/fighters/alan-jouban-2305,170.0,340.0,345.0,"2.7, 2.95, 2.975, 3.05, 3.175, 3.05, 3.375, 3.5, 3.55, 4.425",Warlley Alves,/fighters/warlley-alves-4924,-230.0,-415.0,-380.0
/fighters/alan-jouban-2305,UFC Fight Night 47: Bader vs. Saint Preux,/events/ufc-fight-night-47-bader-vs-saint-preux-845,2014-08-16,Alan Jouban,/fighters/alan-jouban-2305,145.0,140.0,145.0,"2.45, 2.315, 2.2, 2.225, 2.25, 2.275, 2.3, 2.325, 2.35, 2.425",Seth Baczynski,/fighters/seth-baczynski-1960,-185.0,-160.0,-155.0
/fighters/alan-jouban-2305,RFA 15: Casey vs. Sanchez,/events/rfa-15-casey-vs-sanchez-837,2014-06-06,Alan Jouban,/fighters/alan-jouban-2305,-125.0,-135.0,-135.0,"1.8, 1.95238, 1.76923, 1.83333, 1.76923, 1.71429, 1.74074",Ricky Legere Jr.,/fighters/ricky-legere-jr-3932,-115.0,-105.0,-105.0
/fighters/alan-jouban-2305,RFA 10: Rhodes vs. Jouban,/events/rfa-10-rhodes-vs-jouban-747,2013-10-25,Alan Jouban,/fighters/alan-jouban-2305,130.0,220.0,220.0,"2.3, 2.5, 2.2, 2.45, 2.7, 3.2",Mike Rhodes,/fighters/mike-rhodes-3999,-170.0,-280.0,-280.0
/fighters/alan-jouban-2305,RFA 9: Curran vs. Munhoz,/events/rfa-9-curran-vs-munhoz-710,2013-08-16,Alan Jouban,/fighters/alan-jouban-2305,355.0,175.0,175.0,"4.55, 3.55, 3.25, 3, 2.75",Chris Spang,/fighters/chris-spang-2895,-535.0,-245.0,-245.0
/fighters/alan-jouban-2305,Shark Fights 20: Starks vs. Young,/events/shark-fights-20-starks-vs-young-454,2011-10-15,Alan Jouban,/fighters/alan-jouban-2305,,,,,Dj Robertson,/fighters/dj-robertson-2981,,,
/fighters/alan-jouban-2305,Shark Fights 17: Horwich vs. Rosholt,/events/shark-fights-17-horwich-vs-rosholt-413,2011-07-15,Alan Jouban,/fighters/alan-jouban-2305,,,,,Andrew Goldthwaite,/fighters/andrew-goldthwaite-2676,,,
/fighters/alan-jouban-2305,Shark Fights 17: Horwich vs. Rosholt,/events/shark-fights-17-horwich-vs-rosholt-413,2011-07-15,Alan Jouban,/fighters/alan-jouban-2305,,,,,Charles Byrd,/fighters/charles-byrd-2633,,,
/fighters/alan-jouban-2305,Tachi Palace Fights 9,/events/tachi-palace-fights-9-366,2011-05-06,Alan Jouban,/fighters/alan-jouban-2305,,,,,Chidi Njokuani,/fighters/chidi-njokuani-2452,,,
/fighters/alan-jouban-2305,Tachi Palace Fights 8: All Or Nothing,/events/tachi-palace-fights-8-all-or-nothing-364,2011-02-18,Alan Jouban,/fighters/alan-jouban-2305,,,,,Kyle Griffin,/fighters/kyle-griffin-2306,,,
